,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Pedestrian_movement,Cause_of_accident,hour,minute
212,2,3,1,2,0,0,0,5,7,3,5,0,0,0,0,2,2,2,4,0,3,2,5,3,5,10,23,35
213,5,2,1,4,3,5,3,2,6,2,7,7,0,0,3,2,8,1,0,2,3,2,5,3,5,12,16,26
214,6,0,1,5,4,12,3,5,9,2,5,1,0,0,3,2,8,1,0,9,0,1,4,2,5,0,15,0
215,0,1,1,4,2,10,3,1,7,4,5,7,0,3,3,2,8,1,0,2,1,1,1,2,5,0,14,0
216,6,1,1,0,1,11,3,4,7,6,3,7,0,0,3,2,8,1,0,2,3,2,5,3,5,0,7,50
217,5,1,1,4,1,5,3,5,6,0,5,7,0,0,0,2,2,0,0,2,3,2,5,3,5,16,16,50
218,0,0,1,4,0,12,3,3,9,6,5,1,0,0,3,2,8,1,0,4,3,2,5,3,5,1,16,35
219,4,0,1,4,1,0,3,5,6,4,5,1,0,0,3,2,8,2,0,2,3,2,5,3,5,12,18,40
220,4,1,1,1,1,0,3,0,6,4,6,1,0,0,3,2,6,1,0,2,0,1,0,2,5,1,9,30
221,0,4,0,4,0,4,3,5,6,4,5,7,0,0,3,2,8,1,0,7,3,2,5,3,5,1,17,30
222,0,2,1,4,4,14,3,5,7,2,5,7,0,0,3,2,2,1,0,7,3,2,5,3,5,10,8,48
223,2,1,1,4,2,0,3,5,7,1,0,1,0,3,0,2,8,0,0,2,3,2,5,3,5,0,18,52
224,5,4,1,4,1,4,3,0,9,4,5,1,0,0,3,2,8,2,0,0,3,2,5,3,5,4,8,10
225,5,0,1,0,0,5,3,1,10,4,1,1,0,0,3,2,8,2,2,4,0,0,0,2,5,16,20,15
226,4,4,1,4,2,7,3,1,6,0,0,3,0,0,3,2,8,1,0,2,3,2,5,3,5,12,16,55
227,4,0,1,1,2,5,3,5,6,2,5,1,0,0,3,2,8,0,0,2,1,0,0,2,5,11,16,49
228,2,2,1,4,2,0,3,5,7,4,5,0,0,0,3,2,8,0,0,2,3,2,5,3,5,16,12,45
229,4,0,1,4,3,8,0,5,9,2,5,7,0,0,3,2,8,1,0,4,2,1,0,2,6,0,10,2
230,2,0,1,2,2,7,3,5,6,1,5,7,0,0,3,2,8,1,2,7,0,0,1,2,5,1,11,29
231,2,2,1,4,2,3,3,5,5,2,5,7,0,0,3,2,8,1,0,2,3,2,5,3,5,0,14,20
232,5,0,1,4,1,10,3,5,6,0,5,0,0,3,3,2,1,0,0,2,2,1,4,2,6,10,16,10
233,3,2,1,4,4,9,3,5,6,0,5,0,0,3,0,3,8,1,0,2,3,2,5,3,5,1,21,44
234,6,1,1,4,3,9,3,5,9,6,5,1,0,0,3,2,8,1,0,2,0,1,0,2,5,3,11,42
235,0,4,1,4,1,5,3,5,7,2,5,7,0,0,3,2,2,1,0,3,3,2,5,3,5,10,17,5
236,2,4,1,4,1,0,3,3,2,2,3,1,0,0,0,0,8,2,0,2,3,2,5,3,5,0,1,25
237,2,0,1,4,4,5,3,5,9,4,5,7,4,0,0,2,8,1,0,4,0,1,0,1,5,0,16,50
238,2,1,1,4,1,15,3,5,9,4,5,7,0,0,3,2,2,1,0,2,3,2,5,3,5,10,11,30
239,2,1,1,1,2,7,3,5,2,3,5,7,0,0,3,2,8,1,0,5,3,2,5,3,5,1,17,20
240,4,0,1,1,3,3,3,5,7,0,5,1,3,0,3,2,8,1,0,2,2,0,4,2,5,3,8,6
241,5,1,1,4,1,5,3,5,9,2,5,7,0,0,3,2,1,0,0,7,3,2,5,3,5,10,16,0
242,2,1,1,4,4,5,3,5,6,0,6,0,0,3,0,4,8,1,2,3,0,1,0,2,5,9,21,55
243,6,4,1,1,0,4,3,5,6,1,5,1,0,0,3,2,8,0,0,2,1,0,0,2,5,10,16,30
244,2,1,1,3,1,0,3,1,7,4,7,7,0,3,3,4,8,1,0,1,1,0,1,2,5,0,14,28
245,4,0,1,4,1,7,3,3,9,0,5,0,0,0,0,2,8,1,0,2,2,1,1,1,5,16,23,7
246,0,1,1,4,1,3,3,3,0,6,3,1,0,0,0,2,8,0,1,2,0,1,0,2,5,5,22,40
247,3,0,1,4,2,8,3,5,12,2,5,7,0,3,3,4,8,1,0,2,0,1,0,2,5,2,12,48
248,0,0,1,2,3,10,3,3,9,4,5,7,0,0,3,2,8,1,0,2,0,0,1,2,5,3,18,9
249,4,1,1,4,1,0,1,1,7,2,7,1,0,3,3,4,8,1,0,2,0,1,1,2,5,0,8,35
250,0,0,1,4,4,0,0,1,1,2,5,0,0,0,3,2,8,1,0,2,2,1,4,2,1,10,19,20
251,1,1,1,4,0,5,3,5,7,4,5,7,0,3,0,2,6,1,0,2,0,1,4,2,5,12,4,40
252,5,4,1,2,2,5,3,5,1,4,5,0,0,0,3,2,8,1,0,2,0,1,0,2,5,1,12,15
253,3,1,1,0,0,0,3,0,12,4,5,0,0,3,3,4,2,1,1,2,3,2,5,3,5,10,13,7
254,0,0,1,1,1,7,3,5,6,4,5,0,0,3,3,2,8,2,0,2,1,1,4,2,5,12,19,0
255,4,1,1,4,1,11,3,3,2,2,3,1,3,0,3,2,8,0,0,2,3,2,5,3,5,2,11,30
256,5,2,1,4,3,0,3,5,7,2,5,7,0,0,0,2,8,1,0,2,1,0,4,2,5,10,18,0
257,3,0,1,4,3,0,3,1,7,6,5,7,0,0,0,2,8,1,0,2,0,1,1,2,5,12,3,20
258,1,2,1,4,1,0,0,1,7,2,5,0,0,3,2,2,8,1,2,2,1,0,0,2,5,0,19,40
259,5,1,1,1,2,3,3,4,6,2,5,0,0,0,3,2,8,1,0,4,1,1,3,2,5,10,20,15
260,3,1,1,2,1,7,3,0,6,4,6,7,1,0,3,2,0,1,0,2,3,2,5,3,5,9,15,40
261,3,1,1,5,2,8,0,0,7,4,5,7,0,0,3,2,8,1,0,2,0,1,1,2,5,9,19,20
262,6,3,1,4,0,0,3,5,6,2,3,7,0,3,0,4,8,1,3,3,0,1,1,2,5,11,0,29
263,4,1,1,4,0,9,0,5,7,2,5,7,0,0,0,2,2,1,0,2,0,1,1,2,5,4,22,5
264,2,1,1,4,0,7,3,5,9,2,5,0,0,3,0,4,8,0,0,2,3,2,5,3,5,2,4,56
265,6,3,1,4,2,5,3,5,9,6,5,5,0,0,0,2,8,1,0,0,0,0,0,2,5,10,20,40
266,6,4,1,1,2,5,3,5,7,2,5,4,0,0,3,2,8,2,0,2,3,2,5,3,5,10,8,5
267,5,0,1,1,1,14,3,4,7,2,5,1,3,0,3,2,8,0,0,2,0,1,0,2,5,12,8,39
268,2,0,1,4,2,7,3,5,2,2,5,7,2,3,3,2,8,1,0,2,0,1,1,2,5,1,9,47
269,5,4,1,4,0,0,3,5,4,4,5,1,0,0,0,2,8,1,0,2,1,1,3,2,5,1,19,35
270,5,4,1,4,2,5,3,5,7,1,0,1,2,0,3,2,8,1,0,2,0,1,0,2,5,3,16,0
271,0,1,1,0,2,5,3,5,7,2,5,0,0,0,3,2,8,1,0,0,3,2,5,3,5,9,11,36
272,3,3,1,4,2,15,3,2,2,6,5,0,0,0,3,2,4,3,4,2,2,1,1,1,5,3,17,50
273,0,1,1,1,2,15,3,1,6,0,5,5,0,0,3,2,2,1,0,2,0,0,1,2,5,12,6,10
274,1,2,1,4,1,0,0,5,6,0,5,1,0,0,3,2,8,1,0,7,0,1,1,2,5,13,9,24
275,0,3,1,4,4,5,3,3,7,1,5,1,0,0,3,2,8,1,1,2,0,1,3,2,5,16,12,30
276,0,1,1,2,3,0,3,5,7,2,5,7,0,0,3,2,8,1,0,9,2,0,3,2,1,1,8,10
277,5,0,1,1,1,10,3,5,9,2,5,0,0,0,0,2,8,1,0,2,2,1,1,2,0,9,18,40
278,2,1,1,5,2,0,3,5,6,2,5,0,0,0,3,2,8,3,1,2,3,2,5,3,5,1,14,50
279,0,2,1,4,3,15,3,3,7,6,5,1,0,3,3,4,8,0,0,2,1,1,3,2,5,11,11,55
280,6,4,1,4,0,9,3,5,7,4,5,5,0,0,3,2,2,1,0,2,2,0,1,2,5,12,18,10
281,1,2,1,4,3,5,3,5,6,2,6,7,0,0,3,2,8,1,0,2,0,1,0,2,5,10,15,8
282,1,0,1,4,2,11,3,0,4,1,5,1,0,0,3,3,8,1,0,2,3,2,5,3,5,13,7,24
283,6,4,1,4,2,0,3,1,7,2,5,7,0,0,0,2,8,2,0,2,3,2,5,3,5,0,21,45
284,5,1,1,4,2,16,3,1,9,2,5,1,0,0,3,2,8,2,0,9,3,2,5,3,5,9,18,13
285,2,1,1,1,0,8,3,5,6,2,5,1,0,0,0,2,2,1,1,2,3,2,5,3,5,12,0,30
286,6,1,1,4,2,5,3,2,7,2,8,0,0,3,3,2,8,0,0,2,0,1,0,2,5,18,14,23
287,2,2,1,4,3,5,3,5,6,4,5,1,4,0,3,2,2,1,3,2,3,2,5,3,5,10,16,0
288,6,1,1,4,3,9,1,3,3,2,5,1,0,0,3,2,2,0,0,2,3,2,5,3,5,16,15,20
289,0,0,1,2,3,0,3,1,2,4,5,7,0,3,3,4,8,0,0,2,3,2,5,3,5,3,14,0
290,0,1,1,1,3,5,3,5,7,4,5,3,0,0,3,2,8,2,1,2,3,2,5,3,5,1,8,10
291,1,4,0,1,2,7,3,4,6,2,5,7,0,0,0,2,2,3,0,2,3,2,5,3,5,16,18,20
292,1,2,1,4,3,4,3,1,2,2,5,7,0,3,3,2,1,0,1,7,3,2,5,3,5,1,13,30
293,3,0,1,4,2,8,3,0,4,0,5,1,0,0,0,2,8,1,0,2,2,0,0,2,5,3,17,45
294,0,1,1,1,2,5,3,5,7,6,5,7,0,3,0,2,8,1,0,4,1,0,1,1,5,10,1,0
295,6,1,1,4,1,5,0,2,7,4,5,2,0,0,3,2,8,1,0,5,0,1,0,2,5,1,16,46
296,0,3,1,4,3,5,3,0,6,2,5,7,0,3,0,2,2,1,0,2,0,1,1,2,5,3,18,30
297,1,1,1,2,2,0,1,1,9,4,5,1,0,3,3,0,2,0,0,9,2,1,4,2,0,0,15,25
298,0,1,1,1,1,5,3,5,1,2,3,1,0,0,3,2,8,1,0,3,0,1,0,2,5,10,9,16
299,0,3,1,1,2,5,3,3,2,6,5,7,0,0,3,2,1,1,1,2,0,1,0,1,5,10,1,5
300,1,0,1,2,3,0,3,5,6,0,1,7,0,0,3,2,2,0,1,3,2,1,0,2,1,12,15,51
301,0,2,2,4,2,5,3,5,12,2,5,2,0,0,3,2,8,1,0,2,1,0,4,2,5,0,9,40
302,6,0,1,2,1,7,3,3,5,2,7,7,0,3,0,4,8,2,0,2,3,2,5,3,5,1,17,43
303,0,1,1,4,4,0,3,3,9,6,5,1,0,0,3,2,1,1,0,2,0,1,3,2,5,12,9,42
304,5,1,1,0,5,10,3,1,6,2,5,1,0,0,0,2,2,0,1,1,3,2,5,3,5,1,9,4
305,5,1,1,4,3,0,3,3,5,2,5,7,0,0,3,2,1,0,1,2,3,2,5,3,5,13,18,45
306,0,1,1,4,2,11,3,5,7,6,5,7,0,0,3,2,2,1,0,2,0,0,1,2,5,10,7,25
307,5,2,1,4,0,14,3,1,9,4,5,7,0,0,3,2,8,2,1,2,0,0,0,2,5,10,13,9
308,6,0,1,4,2,11,0,5,7,0,5,1,0,3,0,2,8,2,1,2,2,1,1,2,5,10,16,35
309,6,0,1,4,0,0,3,5,6,4,5,1,0,0,3,2,8,1,0,2,0,0,3,2,5,3,17,25
310,5,0,1,4,3,9,3,5,7,0,5,7,0,0,3,2,8,2,0,3,0,1,1,2,5,0,7,40
311,1,3,1,4,0,0,3,5,6,2,5,7,0,0,3,2,8,1,0,2,0,1,1,2,5,16,18,56
312,2,1,1,1,1,14,3,5,9,2,5,1,0,3,0,2,8,1,0,1,3,2,5,3,5,1,2,20
313,6,4,2,1,2,8,3,5,6,2,6,7,0,0,3,2,8,0,0,2,3,2,5,3,5,13,12,10
314,0,4,1,4,2,0,3,1,7,4,5,0,0,0,3,2,2,1,0,2,2,0,3,2,5,4,18,42
315,2,0,1,1,2,7,3,5,6,4,5,1,0,0,0,2,2,1,0,2,2,1,3,1,1,3,23,29
316,5,0,1,4,3,6,3,3,9,6,5,1,0,0,0,2,1,0,0,4,3,2,5,3,5,13,17,26
317,5,0,1,4,1,0,3,5,6,2,5,1,0,0,3,2,8,1,0,2,3,2,5,3,5,11,9,0
318,3,0,1,1,2,14,3,2,7,2,5,1,1,0,3,2,8,1,1,2,0,1,0,2,5,16,10,55
319,4,0,1,4,2,14,3,5,7,4,5,7,0,0,3,2,1,0,0,2,3,2,5,3,5,1,16,55
320,4,1,1,0,2,0,1,5,9,6,5,7,2,3,0,2,2,0,0,9,0,1,0,2,5,10,17,30
321,0,4,1,2,1,9,3,5,6,2,5,0,4,0,0,2,8,2,1,2,0,1,1,2,5,3,19,57
322,6,0,1,1,3,5,3,5,6,4,5,1,0,3,0,0,8,1,0,4,0,1,1,2,5,11,8,27
323,0,2,1,4,4,11,3,5,9,2,5,7,0,0,3,2,6,2,1,2,3,2,5,3,5,10,17,35
324,6,1,1,4,0,0,3,1,6,4,5,7,0,0,3,3,1,1,0,2,3,2,5,3,5,11,16,12
325,6,0,1,4,1,0,3,5,2,4,5,1,0,0,3,2,8,1,3,3,3,2,5,3,5,9,18,46
326,6,0,1,4,2,0,3,5,7,6,5,3,0,0,3,2,8,1,0,4,2,1,0,2,6,10,17,0
327,1,0,1,1,2,5,3,5,7,0,5,7,0,0,3,2,6,1,1,2,0,1,1,2,5,0,16,10
328,6,4,1,4,1,4,3,3,6,6,5,1,0,3,0,4,8,1,0,7,2,0,4,2,0,1,6,50
329,0,1,1,4,1,0,3,5,1,2,3,7,0,0,3,2,2,1,0,9,0,1,0,2,5,4,9,25
330,1,3,1,4,3,5,3,0,10,4,1,3,0,0,0,2,8,1,0,2,0,1,1,2,5,0,21,48
331,5,0,1,4,2,7,3,1,9,0,5,1,0,0,3,2,8,1,3,2,3,2,5,3,5,11,9,20
332,5,2,1,4,1,0,3,5,5,4,7,7,0,0,3,2,2,0,0,9,3,2,5,3,5,2,16,54
333,1,0,1,4,1,4,3,5,6,3,5,7,0,0,3,2,2,1,0,2,0,1,1,2,5,3,14,20
334,4,0,1,4,4,0,3,5,4,4,5,7,0,0,3,2,8,0,0,2,0,1,3,2,5,0,18,40
335,6,1,1,4,0,7,3,3,9,6,5,7,2,0,3,2,8,1,0,2,0,1,3,2,5,1,15,10
336,4,4,1,4,3,7,3,5,6,2,5,5,0,0,3,2,8,1,0,7,0,1,0,2,5,1,7,45
337,4,0,1,4,1,14,3,4,7,4,5,0,0,0,0,2,8,1,0,2,3,2,5,3,5,9,21,15
338,4,1,1,1,0,0,3,5,7,2,5,1,0,3,0,2,2,1,0,2,3,2,5,3,5,3,20,17
339,4,1,1,4,0,12,3,5,6,2,5,1,0,0,0,2,2,1,0,2,1,0,3,2,5,12,18,35
340,1,1,1,4,2,10,1,5,1,2,5,7,0,0,3,2,2,3,0,2,3,2,5,3,5,9,17,41
341,6,1,1,4,2,11,0,2,2,2,5,7,0,0,3,2,8,1,0,3,3,2,5,3,5,5,14,5
342,2,1,1,4,2,15,3,5,7,2,5,7,0,0,3,2,8,1,0,2,0,0,0,2,5,1,17,22
343,0,1,1,4,4,5,3,3,6,6,5,1,4,0,3,2,4,1,0,2,0,1,0,2,5,10,9,0
344,4,1,1,4,1,10,3,5,7,1,5,7,0,0,3,2,8,1,1,1,1,0,0,2,5,0,8,42
345,0,1,1,5,2,0,3,5,6,2,5,0,0,0,3,2,8,2,4,2,3,2,5,3,5,1,19,25
346,1,0,1,4,3,0,3,1,9,2,5,7,0,0,3,2,1,1,0,2,0,1,3,2,5,12,12,19
347,0,0,0,4,1,5,3,1,12,4,6,0,0,0,0,2,8,2,4,2,3,2,5,3,5,12,20,55
348,0,4,1,4,2,7,3,5,2,2,5,7,0,0,3,2,1,2,1,2,1,1,0,2,5,10,6,45
349,3,2,1,0,2,0,3,1,7,4,7,7,0,0,0,2,8,1,2,4,3,2,5,3,5,13,0,30
350,5,0,1,4,4,15,3,1,9,2,1,7,0,0,3,2,2,1,1,2,1,1,0,2,5,1,7,50
351,2,0,1,4,1,5,3,5,6,4,5,7,0,0,3,2,8,2,3,3,3,2,5,3,5,3,15,20
352,1,0,1,1,1,0,3,5,6,6,5,7,0,0,3,2,8,0,0,3,0,1,0,2,5,1,13,15
353,0,1,1,1,0,0,3,1,9,4,5,7,0,3,2,2,8,1,1,2,3,2,5,3,5,10,17,25
354,4,1,1,4,2,14,3,3,5,2,7,1,0,0,3,2,2,1,0,3,0,1,1,2,5,0,10,15
355,1,1,1,1,2,0,3,5,9,0,5,0,0,3,3,8,8,1,0,2,0,1,1,2,5,1,12,5
356,2,0,1,4,4,7,3,5,7,1,5,1,0,3,0,4,8,1,1,9,3,2,5,3,5,0,4,45
357,1,0,1,1,0,9,3,5,7,0,5,3,0,0,0,2,2,1,0,3,2,1,1,1,5,13,19,30
358,1,0,1,4,3,5,1,5,7,6,5,7,0,0,0,2,8,1,0,2,0,1,0,2,5,5,17,25
359,1,1,1,1,0,0,3,5,6,6,7,1,0,0,3,2,8,1,1,2,3,2,5,3,5,1,8,45
360,4,0,1,1,2,5,3,5,6,1,5,0,0,0,3,2,8,3,1,2,0,0,3,2,5,3,20,41
361,4,0,1,0,0,15,0,5,2,2,5,7,0,3,3,3,8,1,1,2,0,1,1,2,5,7,8,55
362,5,4,0,2,3,9,0,5,6,0,5,0,0,0,3,2,8,3,1,4,0,0,0,2,5,5,13,41
363,1,2,1,1,2,5,3,1,9,6,5,7,0,0,3,2,2,0,0,2,0,1,0,2,5,12,13,10
364,5,2,1,4,2,10,3,5,1,6,5,0,0,0,3,2,1,1,0,2,0,1,1,1,5,11,12,59
365,5,1,1,4,1,5,3,3,2,6,5,7,0,0,3,2,8,1,0,2,3,2,5,3,5,11,15,35
366,0,1,1,4,2,0,3,3,7,6,5,1,0,0,0,2,8,1,2,2,3,2,5,3,5,4,17,36
367,2,0,1,2,1,0,3,5,7,2,5,0,0,0,0,2,2,1,1,5,0,0,1,2,5,16,21,41
368,2,3,1,4,2,0,3,5,6,0,5,7,0,3,3,2,6,0,0,2,0,1,0,2,5,1,21,20
369,6,0,1,4,0,0,3,5,9,2,5,3,0,3,0,4,8,1,0,2,3,2,5,3,5,12,17,35
370,5,0,1,1,1,9,3,5,1,6,5,0,0,0,3,2,8,0,0,2,2,0,1,2,5,18,16,0
371,4,0,1,4,3,6,3,5,6,4,5,1,0,0,0,2,1,0,0,0,0,1,0,1,5,5,20,36
372,0,2,1,4,3,0,3,5,12,0,5,7,0,0,3,2,8,1,1,2,0,1,4,2,5,10,11,15
373,6,0,1,1,2,0,3,1,6,4,5,5,0,3,3,2,8,2,1,2,1,0,0,2,5,5,10,40
374,3,0,1,1,0,4,3,5,2,0,5,7,0,0,0,2,2,1,0,1,0,1,0,2,5,1,22,15
375,0,1,1,0,1,7,3,5,9,2,5,3,0,0,3,2,8,1,3,2,0,1,1,2,5,9,18,0
376,3,0,1,0,0,5,3,1,5,4,5,0,0,0,3,2,2,0,0,2,2,0,2,2,5,1,14,33
377,1,0,1,4,2,9,3,1,6,0,5,1,0,3,3,4,8,1,1,7,0,1,0,2,5,12,12,34
378,1,1,1,5,4,0,0,5,6,4,5,7,0,3,0,2,8,1,1,9,0,1,1,2,5,10,10,40
379,2,4,1,1,2,0,3,0,6,4,7,7,0,0,3,2,8,0,1,0,3,2,5,3,5,10,11,45
380,6,1,1,2,0,4,3,2,7,1,5,0,0,0,3,2,8,1,0,7,1,0,2,2,5,12,23,35
381,1,2,1,4,1,10,3,5,6,2,5,7,0,3,3,4,8,0,0,8,2,0,4,2,1,1,12,35
382,2,0,1,4,2,7,3,1,7,2,5,1,0,0,3,2,2,0,0,2,3,2,5,3,5,0,12,0
383,2,4,0,4,2,5,3,3,2,2,5,7,0,0,3,2,8,1,0,2,0,0,0,2,5,0,15,40
384,2,0,1,1,2,5,3,5,6,4,5,0,0,0,0,2,8,1,1,2,0,1,0,2,5,10,4,38
385,0,1,1,1,2,9,3,3,7,4,5,7,0,0,3,2,2,1,0,7,0,1,1,2,5,1,17,51
386,0,0,1,1,3,5,3,3,9,2,5,1,0,0,3,2,8,1,1,2,3,2,5,3,5,11,7,50
387,5,4,1,4,1,7,3,5,7,1,5,0,0,0,3,2,8,2,0,3,0,1,0,2,5,3,17,45
388,2,4,1,4,1,4,1,0,2,2,5,1,0,0,3,2,8,2,1,0,2,1,0,2,6,10,16,12
389,2,0,1,4,1,4,3,2,2,4,5,0,0,0,0,2,0,1,1,2,3,2,5,3,5,9,21,55
390,3,2,1,1,1,0,3,1,7,6,5,1,0,3,3,4,8,0,1,3,3,2,5,3,5,1,17,13
391,3,0,1,1,0,6,3,3,9,4,5,0,0,0,3,2,8,1,0,2,3,2,5,3,5,12,13,40
392,5,3,1,4,1,5,3,5,7,1,5,7,0,0,3,2,0,1,0,2,3,2,5,3,5,7,8,20
393,2,1,1,4,2,7,3,5,6,4,5,7,0,0,3,0,8,1,1,1,0,1,3,2,5,10,15,20
394,5,1,1,4,3,15,0,5,7,2,5,1,0,0,3,2,2,0,0,9,3,2,5,3,5,10,15,27
395,4,0,1,4,2,5,3,5,7,4,5,1,0,0,3,2,8,1,0,2,3,2,5,3,5,9,18,30
396,1,3,1,4,2,5,3,5,7,2,5,1,0,0,3,2,8,2,2,1,1,0,2,2,5,13,18,10
397,5,4,1,4,4,0,3,5,7,2,5,1,0,3,1,8,8,0,0,2,3,2,5,3,5,1,19,45
398,1,4,1,4,2,0,3,5,6,2,7,1,0,0,3,2,8,1,0,2,0,1,1,2,5,10,12,10
399,2,1,1,4,2,3,3,1,9,4,5,1,0,3,3,2,8,2,0,7,3,2,5,3,5,12,9,36
400,2,0,1,1,2,16,3,1,9,6,5,5,0,0,3,2,8,3,2,0,0,1,0,2,5,13,14,25
401,3,1,1,1,2,5,1,1,7,4,7,1,0,0,3,2,8,1,0,2,0,1,1,2,5,18,9,15
402,3,4,1,4,0,4,3,5,7,1,5,7,0,3,3,4,8,0,1,2,3,2,5,3,5,10,20,16
403,4,4,0,1,3,13,3,2,6,4,7,7,0,2,3,1,8,0,0,2,0,1,0,2,5,12,16,0
404,4,1,1,4,0,9,1,0,6,2,5,7,2,0,0,2,2,1,0,2,3,2,5,3,5,1,21,20
405,6,0,1,1,3,0,3,3,7,1,5,0,0,0,3,2,2,1,2,2,1,0,3,2,5,3,18,36
406,6,0,1,4,3,5,3,5,6,2,5,4,0,0,3,2,8,2,1,2,1,1,1,2,5,1,7,49
407,2,1,1,4,0,7,0,5,9,4,5,1,0,0,3,2,8,1,3,2,0,1,0,2,5,9,10,43
408,3,2,1,4,2,0,3,1,5,2,7,1,0,0,3,2,8,1,0,2,0,1,1,2,5,3,9,9
409,4,3,1,6,4,5,3,5,7,4,5,3,0,0,3,2,2,1,0,7,0,1,0,2,5,10,10,16
410,4,0,1,1,3,10,3,5,1,2,5,1,0,0,3,2,8,1,0,9,1,0,4,2,5,16,8,6
411,5,4,1,4,2,7,3,1,7,4,7,7,0,3,0,4,2,0,3,2,0,1,1,2,5,4,9,25
412,3,1,2,4,2,7,3,3,9,4,5,0,0,0,0,2,2,1,2,2,2,1,1,2,5,3,17,45
413,6,2,0,4,2,5,3,5,2,6,5,1,0,0,3,2,2,1,0,3,2,0,1,2,6,10,17,33
414,4,0,1,4,2,7,3,0,4,1,5,1,0,0,0,2,6,1,3,0,1,1,0,2,5,9,23,0
415,4,2,1,4,0,0,3,5,2,6,5,7,0,0,3,2,8,1,1,2,2,1,1,2,1,11,15,28
416,5,0,1,1,1,5,3,5,7,2,5,7,0,0,3,2,8,1,0,2,0,1,1,2,5,10,13,22
417,5,0,1,4,2,5,3,5,6,2,5,0,0,0,3,2,8,1,0,5,2,1,4,1,1,9,8,50
418,5,0,1,4,1,0,3,5,9,4,5,0,0,0,3,2,8,1,0,3,2,0,0,2,6,11,15,59
419,1,4,0,2,3,4,3,4,2,4,5,7,0,0,3,2,2,1,0,2,3,2,5,3,5,1,17,45
420,5,0,2,4,3,0,0,3,7,2,5,5,0,3,3,4,8,1,0,2,3,2,5,3,5,1,12,39
421,6,1,1,4,2,0,2,0,1,6,5,0,0,0,3,2,8,1,1,7,0,0,3,2,5,10,9,35
422,1,1,1,4,1,5,3,0,7,1,5,1,2,0,3,7,8,1,0,2,2,1,0,2,6,1,8,49
423,0,1,1,4,1,6,3,1,7,4,5,7,0,0,3,2,8,1,0,2,2,0,0,2,1,3,7,25
424,1,0,1,4,2,9,0,5,9,2,5,0,0,0,3,2,8,1,0,2,0,0,0,2,5,0,7,40
425,3,1,1,4,2,8,3,5,12,2,5,7,0,0,3,2,8,0,0,2,0,1,1,2,5,10,12,10
426,2,0,1,1,2,7,3,3,9,6,5,7,0,3,3,4,2,1,0,2,0,1,3,2,5,12,13,15
427,6,0,1,1,1,9,3,1,7,0,6,7,0,3,0,2,8,1,0,2,0,1,0,2,5,12,17,10
428,5,4,1,4,3,4,3,5,6,3,5,1,0,0,3,2,8,0,0,2,0,1,0,2,5,5,16,47
429,6,0,1,0,3,0,3,2,6,2,6,7,0,0,3,2,8,1,0,2,0,1,0,2,5,1,7,50
430,4,2,1,4,2,0,3,5,6,0,5,7,0,3,3,2,8,1,0,2,0,1,4,2,5,10,9,48
431,3,4,1,4,2,7,3,5,6,1,5,3,0,0,3,2,2,1,0,4,3,2,5,3,5,12,13,0
432,2,1,1,4,4,9,3,5,6,4,5,1,0,0,0,2,8,1,0,1,0,1,0,2,5,13,19,35
433,6,4,1,4,6,0,3,5,6,2,5,1,0,0,3,2,8,1,0,2,3,2,5,3,5,1,18,22
434,0,3,1,4,0,14,3,1,1,4,5,0,0,0,3,2,8,3,1,2,3,2,5,3,5,1,17,25
435,4,0,1,4,4,11,3,1,2,2,5,7,0,0,3,2,8,1,0,3,1,0,1,2,5,3,15,0
436,4,1,1,4,2,5,3,2,7,4,5,7,0,0,0,2,8,0,2,4,0,1,0,2,5,10,7,0
437,3,1,1,1,2,5,3,3,9,6,8,7,2,0,3,2,8,1,0,2,3,2,5,3,5,12,13,5
438,1,0,1,4,3,7,3,5,4,6,5,7,0,3,3,2,1,1,0,2,0,0,3,2,5,10,8,53
439,2,1,1,4,4,0,3,5,7,2,5,7,0,0,0,2,8,1,0,2,3,2,5,3,5,12,17,20
440,5,1,1,4,0,7,3,5,6,3,5,1,0,0,3,2,5,1,1,1,0,1,0,2,5,9,17,0
441,6,0,1,6,4,5,3,5,6,4,5,1,0,0,3,2,8,1,3,2,1,0,1,2,5,1,18,46
442,0,2,1,2,3,7,3,5,6,2,5,7,0,0,3,2,8,1,0,9,0,1,1,2,5,2,13,15
443,0,4,0,4,0,0,3,1,7,1,5,1,0,0,0,2,8,0,0,2,3,2,5,3,5,1,20,40
444,0,1,1,4,2,0,3,5,6,2,5,7,0,0,3,2,8,1,0,2,0,1,3,2,5,4,18,15
445,0,1,1,4,3,7,0,4,9,2,5,7,0,0,0,2,8,1,0,2,3,2,5,3,5,3,20,40
446,0,0,1,4,3,0,3,3,6,6,5,7,0,3,0,4,8,1,0,2,0,1,2,2,5,12,17,55
447,2,1,1,1,3,8,3,3,6,4,5,7,0,0,3,2,8,0,0,9,1,0,3,2,5,12,13,12
448,1,0,0,4,3,9,3,5,6,1,5,1,0,3,0,2,8,1,1,4,3,2,5,3,5,11,0,9
